X,Y,OBJECTID,ADDRESS,TYPE,WEBSITE,EXPLORE_YORK_URL
-1.03477403205798,53.9586330183651,764,Osbaldwick,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.03408709906586,53.9573601964643,765,Osbaldwick 1: Thirkleby Way,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.03346156902763,53.9593684741371,766,Osbaldwick 2: The Village,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.03578165621275,53.9565738639916,767,Osbaldwick 3: The Leyes,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.03502818150802,53.9555431866573,768,Osbaldwick 4: Eskdale Avenue,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.04413035054091,53.9580336695639,769,Osbaldwick 5: Campbell Court,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.06523627635546,53.9518073458978,770,Lamel Beeches area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.14677273500636,53.9616780642835,771,Knapton area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.06225884655927,53.9850756609749,772,Huntington area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.02523841173055,53.9873499368835,773,Hopgrove area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.12979642845532,53.9407992419736,774,Foxwood area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.05021167607815,53.9097322416992,775,Crockey Hill area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.1399306762618,53.9535250803312,776,Chapelfields area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.0899463449248,53.9739454453448,777,Burton Stone area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.11823295211689,53.9640440748611,778,Boroughbridge Road area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.03596788531863,53.9535189802836,779,Badger Hill area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.04162191593581,53.9639806694737,780,Appletree Village area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.04202630588248,53.9746669776,781,Stockton Lane area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-0.972709273521607,53.9795933190757,782,Holtby area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.0114959370062,53.9669879816339,783,Murton area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-0.933066053555386,53.9501612353123,784,Kexby area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.04706460486407,53.8899229132585,785,Deighton area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.10391648480446,53.8962958259494,786,Acaster Malbis area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.15878731455196,53.9291158532953,787,Askham Bryan area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.18384729643355,53.9245948082131,788,Askham Richard area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.20473806342352,53.9734616584791,789,Hessay area,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.12084438387904,53.9387376449931,806,Dringhouses 1: Honeysuckle House,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.12340871478035,53.9421358419123,807,Dringhouses 2: Lovel House,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-0.940255396045985,53.9235213026435,808,Elvington,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-0.952345250651163,53.9247868645915,809,Elvington 4: Elvington Park,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-0.939142005510795,53.9223879503885,810,Elvington 1: Lorraine Avenue,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-0.940911188997177,53.9240843546402,811,Elvington 3: Elvington Primary School (term time),Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-0.935321664574875,53.9205205452189,812,Elvington 2: Grey Horse,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.04595054683062,53.9457075844462,813,Heslington,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.04263461419265,53.9448003958357,814,Heslington 1: Heslington Court,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.04344227370365,53.9434586200474,815,Heslington 2: Memorial Cottages,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.05042239438599,53.9426780751537,816,Heslington 3: Peel Close,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.0687839068915,53.9678712329896,817,Heworth 3: Langley House,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.0541000590414,53.9680351991967,818,Heworth 5: Field Court,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
-1.06259010922613,53.9707980778585,819,Heworth,Mobile Library,http://www.york.gov.uk/homepage/26/libraries_and_archives,https://www.exploreyork.org.uk/mobile-library/
