AtcoCode,CommonName,StopType,ShortCommonName,Street,Longitude,Latitude,ModifiedDate,CreatedDate,LocalityName,Easting,Northing
700000004450,Kilknamurray Church,BusCoachTramOnStreetPoint,,,-6.1091129799,54.3267245974,09/07/2020,09/07/2020,Newry,323072,343648
700000004451,Corbally Rd,BusCoachTramOnStreetPoint,,,-6.1201257443,54.3329885457,09/07/2020,09/07/2020,Newry,322337,344326
700000004452,Lough Rd,BusCoachTramOnStreetPoint,,,-6.1271303684,54.3358289263,09/07/2020,09/07/2020,Newry,321873,344630
700000004453,Bellagh Chapel,BusCoachTramOnStreetPoint,,,-6.1472514251,54.3516745431,09/07/2020,09/07/2020,Newry,320518,346359
700000004454,Bellagh Rd,BusCoachTramOnStreetPoint,,,-6.1473346361,54.3573452952,09/07/2020,09/07/2020,Newry,320496,346990
700000004455,Vhips Cnr,BusCoachTramOnStreetPoint,,,-6.1566880888,54.3583690558,09/07/2020,09/07/2020,Newry,319885,347088
700000004456,Galbog Rd,BusCoachTramOnStreetPoint,,,-6.1626055106,54.3640029663,09/07/2020,09/07/2020,Newry,319484,347705
700000004457,Garvaghy PO,BusCoachTramOnStreetPoint,,,-6.1697244514,54.3640230026,09/07/2020,09/07/2020,Newry,319021,347695
700000004458,Lisnaree Rd,BusCoachTramOnStreetPoint,,,-6.2081266087,54.3595391558,09/07/2020,09/07/2020,Newry,316538,347132
700000004459,Quarry Rd,BusCoachTramOnStreetPoint,,,-6.2277648605,54.3604221521,09/07/2020,09/07/2020,Newry,315259,347198
700000004460,Quarry Rd,BusCoachTramOnStreetPoint,,,-6.2281784311,54.360464164,09/07/2020,09/07/2020,Newry,315232,347202
700000004461,Lisnaree,BusCoachTramOnStreetPoint,,,-6.2100948976,54.3595593813,09/07/2020,09/07/2020,Newry,316410,347131
700000004462,Garvaghy P.O,BusCoachTramOnStreetPoint,,,-6.1710626393,54.3637720378,09/07/2020,09/07/2020,Newry,318935,347665
700000004463,Galbog Rd,BusCoachTramOnStreetPoint,,,-6.1631336334,54.3642356276,09/07/2020,09/07/2020,Newry,319449,347730
700000004464,Chips Cnr,BusCoachTramOnStreetPoint,,,-6.156932148,54.3587591336,09/07/2020,09/07/2020,Newry,319868,347131
700000004465,Bellagh Rd,BusCoachTramOnStreetPoint,,,-6.1477650965,54.3576933295,09/07/2020,09/07/2020,Newry,320467,347028
700000004466,Bellagh Chapel,BusCoachTramOnStreetPoint,,,-6.1469310935,54.3522985676,09/07/2020,09/07/2020,Newry,320537,346429
700000004467,Carnnew Rd,BusCoachTramOnStreetPoint,,,-6.1277367935,54.3360180385,09/07/2020,09/07/2020,Newry,321833,344650
700000004468,Corbally  X Rds,BusCoachTramOnStreetPoint,,,-6.1206046808,54.3332745424,09/07/2020,09/07/2020,Newry,322305,344357
700000004469,Kilknamurray Church,BusCoachTramOnStreetPoint,,,-6.1096237253,54.3269841827,09/07/2020,09/07/2020,Newry,323038,343676
700000004470,Mountain Rd,BusCoachTramOnStreetPoint,,,-6.0953517276,54.3148185623,09/07/2020,09/07/2020,Newry,324003,342347
700000004471,Closklet Church,BusCoachTramOnStreetPoint,,,-6.0936684035,54.3066874512,09/07/2020,09/07/2020,Newry,324137,341445
700000004472,Mill Rd,BusCoachTramOnStreetPoint,,,-6.0957267266,54.3000440735,09/07/2020,09/07/2020,Newry,324023,340702
700000004473,Mill Rd,BusCoachTramOnStreetPoint,,,-6.0917874757,54.2968639814,09/07/2020,09/07/2020,Newry,324289,340355
700000004474,Moneyslane Rd,BusCoachTramOnStreetPoint,,,-6.0807372228,54.2903810654,09/07/2020,09/07/2020,Newry,325028,339653
700000004475,Hilltown Rd,BusCoachTramOnStreetPoint,,,-6.1552115646,54.2334200081,09/07/2020,09/07/2020,Newry,320344,333184
700000004476,Jennings Lane,BusCoachTramOnStreetPoint,,,-6.1549442725,54.2267225857,09/07/2020,09/07/2020,Newry,320381,332439
700000004477,Lisnamulligan X Rds,BusCoachTramOnStreetPoint,,,-6.1545819822,54.2150235051,09/07/2020,09/07/2020,Newry,320439,331137
700000004478,Bradys Filling Station,BusCoachTramOnStreetPoint,,,-6.1511122214,54.2061330158,09/07/2020,09/07/2020,Newry,320691,330154
700000004479,Old Chapel,BusCoachTramOnStreetPoint,,,-6.1467338141,54.1996255643,09/07/2020,09/07/2020,Newry,320996,329437
700000004480,Hilltown Square,BusCoachTramOnStreetPoint,,,-6.1446871553,54.195419569,09/07/2020,09/07/2020,Newry,321142,328972
700000004481,Shannon Pk,BusCoachTramOnStreetPoint,,,-6.1295218145,54.1968829208,09/07/2020,09/07/2020,Newry,322127,329161
700000004482,Dorans Pub,BusCoachTramOnStreetPoint,,,-6.1196022076,54.1984828997,09/07/2020,09/07/2020,Newry,322770,329357
700000004483,Kilnahalla,BusCoachTramOnStreetPoint,,,-6.1028579016,54.1950215883,09/07/2020,09/07/2020,Newry,323873,329001
700000004484,Dorans Pub,BusCoachTramOnStreetPoint,,,-6.1197743767,54.1985926007,09/07/2020,09/07/2020,Newry,322758,329368
700000004485,Shannon Park,BusCoachTramOnStreetPoint,,,-6.1294561893,54.1971178515,09/07/2020,09/07/2020,Newry,322131,329188
700000004486,Ballyhaughian X Rd,BusCoachTramOnStreetPoint,,,-6.1228355987,54.2069344501,09/07/2020,09/07/2020,Newry,322534,330292
700000004487,St Marys Tce,BusCoachTramOnStreetPoint,,,-6.0838912369,54.2214343383,09/07/2020,09/07/2020,Newry,325031,331974
700000004488,Kinghill School,BusCoachTramOnStreetPoint,,,-6.0763057909,54.2247916234,09/07/2020,09/07/2020,Newry,325515,332361
700000004489,The Square,BusCoachTramOnStreetPoint,,,-6.0465675993,54.2335248688,09/07/2020,09/07/2020,Newry,327427,333386
700000004490,Kilcoo,BusCoachTramOnStreetPoint,,,-6.0466358526,54.2333690033,09/07/2020,09/07/2020,Newry,327423,333368
700000004491,Kinghill School,BusCoachTramOnStreetPoint,,,-6.0755407058,54.2249312545,09/07/2020,09/07/2020,Newry,325565,332378
700000004492,Cabra Cottages,BusCoachTramOnStreetPoint,,,-6.083954715,54.2212191643,09/07/2020,09/07/2020,Newry,325027,331949
700000004493,Ballyhaughian X Rds,BusCoachTramOnStreetPoint,,,-6.1217238301,54.2071147923,09/07/2020,09/07/2020,Newry,322606,330314
700000004494,Hilltown,BusCoachTramOnStreetPoint,,,-6.1449736365,54.1955338698,09/07/2020,09/07/2020,Newry,321123,328985
700000004495,Old Chapel,BusCoachTramOnStreetPoint,,,-6.1471083248,54.1998795849,09/07/2020,09/07/2020,Newry,320971,329465
700000004496,Bradys Filling Stn,BusCoachTramOnStreetPoint,,,-6.1512192036,54.205971758,09/07/2020,09/07/2020,Newry,320685,330136
700000004497,Lisnamulligan X Rds,BusCoachTramOnStreetPoint,,,-6.1547664165,54.21441822,09/07/2020,09/07/2020,Newry,320429,331070
700000004498,Jennings Lane,BusCoachTramOnStreetPoint,,,-6.1551095029,54.2259782773,09/07/2020,09/07/2020,Newry,320373,332356
700000004499,Hilltown Rd,BusCoachTramOnStreetPoint,,,-6.1554874666,54.2335097697,09/07/2020,09/07/2020,Newry,320326,333193
700000004500,Mcconvills Farm,BusCoachTramOnStreetPoint,,,-6.1745296477,54.2272175094,09/07/2020,09/07/2020,Newry,319103,332461
700000004501,Drumlough School,BusCoachTramOnStreetPoint,,,-6.1795607611,54.2230077728,09/07/2020,09/07/2020,Newry,318787,331984
700000004502,Drumgath Chapel,BusCoachTramOnStreetPoint,,,-6.2077150481,54.2066728708,09/07/2020,09/07/2020,Newry,316997,330119
700000004503,Ballydoo,BusCoachTramOnStreetPoint,,,-6.2147558942,54.198367463,09/07/2020,09/07/2020,Newry,316561,329183
700000004504,Ballykeel Rd,BusCoachTramOnStreetPoint,,,-6.2212640271,54.1927672587,09/07/2020,09/07/2020,Newry,316152,328549
700000004505,Ballykeel Rd,BusCoachTramOnStreetPoint,,,-6.221760191,54.1926308254,09/07/2020,09/07/2020,Newry,316120,328533
700000004506,Ballydoo,BusCoachTramOnStreetPoint,,,-6.2150737935,54.1981026242,09/07/2020,09/07/2020,Newry,316541,329153
700000004507,Drumgath Chapel,BusCoachTramOnStreetPoint,,,-6.2085891423,54.206308503,09/07/2020,09/07/2020,Newry,316941,330077
700000004508,Drumlough Schoo/,BusCoachTramOnStreetPoint,,,-6.1804735177,54.2228238903,09/07/2020,09/07/2020,Newry,318728,331962
700000004509,Mcconvills Farm,BusCoachTramOnStreetPoint,,,-6.1751565008,54.2269125291,09/07/2020,09/07/2020,Newry,319063,332426
700000004510,Rathfriland,BusCoachTramOnStreetPoint,,,-6.1612967317,54.2382296274,09/07/2020,09/07/2020,Newry,319934,333709
700000004511,Ballyroney Rd,BusCoachTramOnStreetPoint,,,-6.1549523253,54.2463449806,09/07/2020,09/07/2020,Newry,320324,334623
700000004512,Dougans X Rds,BusCoachTramOnStreetPoint,,,-6.1393791857,54.2644260641,09/07/2020,09/07/2020,Newry,321286,336662
700000004513,Ballyroney Post Office,BusCoachTramOnStreetPoint,,,-6.1264420193,54.2738576458,09/07/2020,09/07/2020,Newry,322101,337734
700000004514,Youngs Cnr,BusCoachTramOnStreetPoint,,,-6.115902852,54.279702505,09/07/2020,09/07/2020,Newry,322770,338402
700000004515,Hill Rd,BusCoachTramOnStreetPoint,,,-6.1096123348,54.2817352885,09/07/2020,09/07/2020,Newry,323173,338639
700000004516,Mcbrides Cnr,BusCoachTramOnStreetPoint,,,-6.0893127994,54.2872749085,09/07/2020,09/07/2020,Newry,324479,339292
700000004517,Moneyslane Rd,BusCoachTramOnStreetPoint,,,-6.0706879331,54.2986936402,09/07/2020,09/07/2020,Newry,325657,340596
700000004518,Turleys Shop,BusCoachTramOnStreetPoint,,,-6.0676149188,54.3019868932,09/07/2020,09/07/2020,Newry,325847,340968
700000004519,Moneyslane Rd,BusCoachTramOnStreetPoint,,,-6.0701347109,54.2990262214,09/07/2020,09/07/2020,Newry,325692,340634
700000004520,Ballyward Rd,BusCoachTramOnStreetPoint,,,-6.0702818987,54.2835340142,09/07/2020,09/07/2020,Newry,325729,338909
700000004521,Bells Shop,BusCoachTramOnStreetPoint,,,-6.0614495328,54.2788770132,09/07/2020,09/07/2020,Newry,326319,338407
700000004522,Ballyward P.O,BusCoachTramOnStreetPoint,,,-6.0407223295,54.276975361,09/07/2020,09/07/2020,Newry,327674,338232
700000004523,Singers Cnr,BusCoachTramOnStreetPoint,,,-6.0339527112,54.2742405689,09/07/2020,09/07/2020,Newry,328124,337940
700000004524,Ballyward.P.O,BusCoachTramOnStreetPoint,,,-6.040181799,54.2767020508,09/07/2020,09/07/2020,Newry,327710,338203
700000004525,Bells Shop,BusCoachTramOnStreetPoint,,,-6.0610338487,54.2785738183,09/07/2020,09/07/2020,Newry,326347,338374
700000004526,Moneyslane Rd,BusCoachTramOnStreetPoint,,,-6.0697978162,54.2832429638,09/07/2020,09/07/2020,Newry,325762,338878
700000004527,Fees Cnr,BusCoachTramOnStreetPoint,,,-6.1051306765,54.290964564,09/07/2020,09/07/2020,Newry,323438,339675
700000004528,Mcardles Pipe,BusCoachTramOnStreetPoint,,,-6.1303158407,54.2967784772,09/07/2020,09/07/2020,Newry,321781,340278
700000004529,Katesbridge Post Office,BusCoachTramOnStreetPoint,,,-6.1418558947,54.3031896529,09/07/2020,09/07/2020,Newry,321011,340972
700000004530,Mcgraths Garage,BusCoachTramOnStreetPoint,,,-6.156592198,54.3169245064,09/07/2020,09/07/2020,Newry,320011,342475
700000004531,Burns Cnr,BusCoachTramOnStreetPoint,,,-6.1720688615,54.3227546876,09/07/2020,09/07/2020,Newry,318987,343098
700000004532,Anglers Rest,BusCoachTramOnStreetPoint,,,-6.1788949033,54.3290577827,09/07/2020,09/07/2020,Newry,318525,343788
700000004533,Corbet Lough,BusCoachTramOnStreetPoint,,,-6.1896199546,54.3350397923,09/07/2020,09/07/2020,Newry,317811,344436
700000004534,Corbett Cross,BusCoachTramOnStreetPoint,,,-6.2044305111,54.3395559777,09/07/2020,09/07/2020,Newry,316834,344914
700000004535,Believy X Rds,BusCoachTramOnStreetPoint,,,-6.2183719644,54.3435541587,09/07/2020,09/07/2020,Newry,315917,345336
700000004536,Lisnaree X Rds,BusCoachTramOnStreetPoint,,,-6.2341676837,54.3431394668,09/07/2020,09/07/2020,Newry,314891,345264
700000004537,Black Row,BusCoachTramOnStreetPoint,,,-6.2467955202,54.3434404227,09/07/2020,09/07/2020,Newry,314069,345277
700000004538,Black Row,BusCoachTramOnStreetPoint,,,-6.2461627351,54.3434941195,09/07/2020,09/07/2020,Newry,314110,345284
700000004539,Lisnaree,BusCoachTramOnStreetPoint,,,-6.2346036686,54.3433291364,09/07/2020,09/07/2020,Newry,314862,345284
700000004540,Believey Xrds,BusCoachTramOnStreetPoint,,,-6.2182855731,54.3436635758,09/07/2020,09/07/2020,Newry,315922,345348
700000004541,Corbett X Rdd,BusCoachTramOnStreetPoint,,,-6.2043951142,54.3396695583,09/07/2020,09/07/2020,Newry,316836,344926
700000004542,Corbett Lough,BusCoachTramOnStreetPoint,,,-6.1898934795,54.3352076906,09/07/2020,09/07/2020,Newry,317792,344454
700000004543,Anglers Rd,BusCoachTramOnStreetPoint,,,-6.1788399024,54.3291996324,09/07/2020,09/07/2020,Newry,318528,343804
700000004544,Burns Cnr,BusCoachTramOnStreetPoint,,,-6.1733269543,54.3245334399,09/07/2020,09/07/2020,Newry,318901,343294
700000004545,Mccoys Garge,BusCoachTramOnStreetPoint,,,-6.1561976095,54.3167614182,09/07/2020,09/07/2020,Newry,320038,342458
700000004546,Katesbridge,BusCoachTramOnStreetPoint,,,-6.1418419774,54.3033212482,09/07/2020,09/07/2020,Newry,321011,340986
700000004547,Mcardles Pipe,BusCoachTramOnStreetPoint,,,-6.1311679547,54.2969775864,09/07/2020,09/07/2020,Newry,321725,340299
700000004548,Fees Cnr,BusCoachTramOnStreetPoint,,,-6.1073032789,54.291816328,09/07/2020,09/07/2020,Newry,323294,339766
700000004549,McBrides Corner Ulster Arms Bar,BusCoachTramOnStreetPoint,,,-6.0882034642,54.2876873496,09/07/2020,09/07/2020,Newry,324550,339340
700000004550,High Rd,BusCoachTramOnStreetPoint,,,-6.1090541456,54.2817625649,09/07/2020,09/07/2020,Newry,323210,338644
700000004551,Ballyroney P.O.,BusCoachTramOnStreetPoint,,,-6.1255513926,54.2738617707,09/07/2020,09/07/2020,Newry,322159,337736
700000004552,Dougans Cnr,BusCoachTramOnStreetPoint,,,-6.1389464453,54.2648326953,09/07/2020,09/07/2020,Newry,321313,336708
700000004553,Ballyroney Rd,BusCoachTramOnStreetPoint,,,-6.1544428531,54.2466980185,09/07/2020,09/07/2020,Newry,320356,334663
700000004554,Dromore St,BusCoachTramOnStreetPoint,,,-6.1611037283,54.2383718804,09/07/2020,09/07/2020,Newry,319946,333725
700000004555,Harveys Hill,BusCoachTramOnStreetPoint,,,-6.1626339179,54.248178481,09/07/2020,09/07/2020,Newry,319818,334814
700000004556,Kates Cnr,BusCoachTramOnStreetPoint,,,-6.1611444652,54.2595847053,09/07/2020,09/07/2020,Newry,319882,336086
700000004557,Diamond,BusCoachTramOnStreetPoint,,,-6.1619356862,54.2697408402,09/07/2020,09/07/2020,Newry,319801,337215
700000004558,Back Road,BusCoachTramOnStreetPoint,,,-6.1674824713,54.2753567136,09/07/2020,09/07/2020,Newry,319423,337830
700000004559,Mcconvilles,BusCoachTramOnStreetPoint,,,-6.1689467967,54.2857599269,09/07/2020,09/07/2020,Newry,319298,338986
700000004560,Logans Turn,BusCoachTramOnStreetPoint,,,-6.1702416956,54.2929226244,09/07/2020,09/07/2020,Newry,319193,339781
700000004561,Annaclone,BusCoachTramOnStreetPoint,,,-6.1960682637,54.300760613,09/07/2020,09/07/2020,Newry,317489,340610
700000004562,Richies Bridge,BusCoachTramOnStreetPoint,,,-6.2001174393,54.3055557938,09/07/2020,09/07/2020,Newry,317212,341137
700000004563,Sentry Box,BusCoachTramOnStreetPoint,,,-6.2210377576,54.3120927053,09/07/2020,09/07/2020,Newry,315832,341830
700000004564,Cappagh X Rds,BusCoachTramOnStreetPoint,,,-6.2337662306,54.3209411414,09/07/2020,09/07/2020,Newry,314979,342794
700000004565,Clay Rd,BusCoachTramOnStreetPoint,,,-6.2414021622,54.3292917674,09/07/2020,09/07/2020,Newry,314459,343711
700000004566,Ballydown Rd,BusCoachTramOnStreetPoint,,,-6.2556167507,54.3366769739,09/07/2020,09/07/2020,Newry,313514,344510
700000004567,Ballydown Rd,BusCoachTramOnStreetPoint,,,-6.2557354972,54.3367775231,09/07/2020,09/07/2020,Newry,313506,344521
700000004568,Clay Rd,BusCoachTramOnStreetPoint,,,-6.241529888,54.3296741351,09/07/2020,09/07/2020,Newry,314449,343753
700000004569,Cappaghx Rds,BusCoachTramOnStreetPoint,,,-6.2339366903,54.3211633159,09/07/2020,09/07/2020,Newry,314967,342818
700000004570,Sentry Box,BusCoachTramOnStreetPoint,,,-6.2217859982,54.313662879,09/07/2020,09/07/2020,Newry,315778,342003
700000004571,Richies Bridge,BusCoachTramOnStreetPoint,,,-6.2022538982,54.3074076382,09/07/2020,09/07/2020,Newry,317067,341339
700000004572,Annaclone Chapel,BusCoachTramOnStreetPoint,,,-6.1960311164,54.3009145077,09/07/2020,09/07/2020,Newry,317491,340627
700000004573,Logans Turn,BusCoachTramOnStreetPoint,,,-6.1705875167,54.2935235738,09/07/2020,09/07/2020,Newry,319168,339847
700000004574,Mays Cnr,BusCoachTramOnStreetPoint,,,-6.1694537444,54.2866527332,09/07/2020,09/07/2020,Newry,319262,339084
700000004575,Back Rd,BusCoachTramOnStreetPoint,,,-6.1680123633,54.2756735809,09/07/2020,09/07/2020,Newry,319388,337865
700000004576,Johnstones House,BusCoachTramOnStreetPoint,,,-6.1485047738,54.2851242829,09/07/2020,09/07/2020,Newry,320631,338950
700000004577,Katesbridge,BusCoachTramOnStreetPoint,,,-6.1427035565,54.3021065434,09/07/2020,09/07/2020,Newry,320959,340850
700000004578,Hawthorn Inn,BusCoachTramOnStreetPoint,,,-6.1866811441,54.306233686,09/07/2020,09/07/2020,Newry,318084,341234
700000004579,Hawthorn Inn,BusCoachTramOnStreetPoint,,,-6.1869805981,54.306125248,09/07/2020,09/07/2020,Newry,318065,341222
700000004580,Johnstones House,BusCoachTramOnStreetPoint,,,-6.1480666633,54.2856476689,09/07/2020,09/07/2020,Newry,320658,339009
700000004581,Diamond,BusCoachTramOnStreetPoint,,,-6.1617151557,54.2701153862,09/07/2020,09/07/2020,Newry,319814,337257
700000004582,Kates Cnr,BusCoachTramOnStreetPoint,,,-6.1611471626,54.2602136971,09/07/2020,09/07/2020,Newry,319880,336156
700000004583,Harveys Hill,BusCoachTramOnStreetPoint,,,-6.1625381677,54.2479164555,09/07/2020,09/07/2020,Newry,319825,334785
700000004584,Whitecross Rd,BusCoachTramOnStreetPoint,,,-6.4819768362,54.216676788,09/07/2020,09/07/2020,Newry,299078,330813
700000004585,Murphys,BusCoachTramOnStreetPoint,,,-6.4747966435,54.2094331849,09/07/2020,09/07/2020,Newry,299564,330016
700000004586,Hilltop,BusCoachTramOnStreetPoint,,,-6.4723292859,54.1960066421,09/07/2020,09/07/2020,Newry,299758,328526
700000004587,Beleeks Rd,BusCoachTramOnStreetPoint,,,-6.4649414185,54.1849489159,09/07/2020,09/07/2020,Newry,300266,327305
700000004588,Beleks Rd,BusCoachTramOnStreetPoint,,,-6.4648239585,54.1847702411,09/07/2020,09/07/2020,Newry,300275,327286
700000004589,Quinns,BusCoachTramOnStreetPoint,,,-6.4724293634,54.1970321605,09/07/2020,09/07/2020,Newry,299749,328640
700000004590,Quinns,BusCoachTramOnStreetPoint,,,-6.4751967386,54.2096816429,09/07/2020,09/07/2020,Newry,299538,330044
700000004591,Hilltop,BusCoachTramOnStreetPoint,,,-6.4826434353,54.2172778092,09/07/2020,09/07/2020,Newry,299034,330879
700000004592,Fairlawns,BusCoachTramOnStreetPoint,,,-6.3511260365,54.1933122921,09/07/2020,09/07/2020,Newry,307675,328404
700000004593,Carnbane Gdns,BusCoachTramOnStreetPoint,,,-6.3543851966,54.1999786656,09/07/2020,09/07/2020,Newry,307445,329141
700000004594,Carnmeen Cnr,BusCoachTramOnStreetPoint,,,-6.3552596188,54.2122997699,09/07/2020,09/07/2020,Newry,307356,330511
700000004595,Steensons Bridge,BusCoachTramOnStreetPoint,,,-6.3568464004,54.2182783284,09/07/2020,09/07/2020,Newry,307237,331174
700000004596,Gorawood,BusCoachTramOnStreetPoint,,,-6.3654482407,54.2290674226,09/07/2020,09/07/2020,Newry,306648,332361
700000004597,Jerretspass,BusCoachTramOnStreetPoint,,,-6.3698325388,54.236550002,09/07/2020,09/07/2020,Newry,306343,333188
700000004598,OHagans,BusCoachTramOnStreetPoint,,,-6.3748771412,54.2447852425,09/07/2020,09/07/2020,Newry,305993,334097
700000004599,Resides Gate,BusCoachTramOnStreetPoint,,,-6.3721525009,54.255539102,09/07/2020,09/07/2020,Newry,306143,335298
700000004600,Gate Lodge,BusCoachTramOnStreetPoint,,,-6.3743211,54.2668015641,09/07/2020,09/07/2020,Newry,305972,336548
700000004601,Cottages,BusCoachTramOnStreetPoint,,,-6.3769038594,54.2748214014,09/07/2020,09/07/2020,Newry,305784,337437
700000004602,Old Road,BusCoachTramOnStreetPoint,,,-6.3767601913,54.2886288813,09/07/2020,09/07/2020,Newry,305758,338974
700000004603,Poyntspass Church Street,BusCoachTramOnStreetPoint,,,-6.3752399851,54.2925257121,09/07/2020,09/07/2020,Newry,305847,339410
700000004604,Poyntspass,BusCoachTramOnStreetPoint,,,-6.3749675149,54.2927754974,09/07/2020,09/07/2020,Newry,305864,339438
700000004605,Old Road,BusCoachTramOnStreetPoint,,,-6.3762188897,54.2891157487,09/07/2020,09/07/2020,Newry,305792,339029
700000004606,Cottages,BusCoachTramOnStreetPoint,,,-6.3768050886,54.2749907802,09/07/2020,09/07/2020,Newry,305790,337456
700000004607,Gste Lodge,BusCoachTramOnStreetPoint,,,-6.3741823177,54.2671297896,09/07/2020,09/07/2020,Newry,305981,336585
700000004608,Resides Gate,BusCoachTramOnStreetPoint,,,-6.371609584,54.2564661771,09/07/2020,09/07/2020,Newry,306176,335402
700000004609,OHagans,BusCoachTramOnStreetPoint,,,-6.3743080234,54.2442109912,09/07/2020,09/07/2020,Newry,306031,334033
700000004610,Jerretspass,BusCoachTramOnStreetPoint,,,-6.369954179,54.2369349358,09/07/2020,09/07/2020,Newry,306334,333230
700000004611,Goraghwood,BusCoachTramOnStreetPoint,,,-6.3649033234,54.229375394,09/07/2020,09/07/2020,Newry,306682,332396
700000004612,Steensons Bridge,BusCoachTramOnStreetPoint,,,-6.3573770443,54.2188684063,09/07/2020,09/07/2020,Newry,307200,331238
700000004613,Carnmeen Cnr,BusCoachTramOnStreetPoint,,,-6.3549432318,54.2129244745,09/07/2020,09/07/2020,Newry,307375,330581
700000004614,Carnbane,BusCoachTramOnStreetPoint,,,-6.3546130978,54.2007993955,09/07/2020,09/07/2020,Newry,307428,329232
700000004615,Fairlawns,BusCoachTramOnStreetPoint,,,-6.3509247536,54.1937497922,09/07/2020,09/07/2020,Newry,307687,328453
700000004616,Ballyclare Bus Depot,BusCoachTramOnStreetPoint,,,-5.9974011857,54.7488382352,09/07/2020,09/07/2020,Ballyclare,329001,390828
700000004617,Main St Ballyclare,BusCoachTramOnStreetPoint,,,-5.9990371263,54.7512829213,09/07/2020,09/07/2020,Ballyclare,328888,391098
700000004618,The Square Ballyclare,BusCoachTramOnStreetPoint,,,-6.0017479715,54.7520643689,09/07/2020,09/07/2020,Ballyclare,328711,391180
700000004619,Woodsides Ballyclare,BusCoachTramOnStreetPoint,,,-6.0008409097,54.7524251534,09/07/2020,09/07/2020,Ballyclare,328768,391221
700000004620,Safeway Ballyclare,BusCoachTramOnStreetPoint,,,-5.9987595314,54.7512424011,09/07/2020,09/07/2020,Ballyclare,328906,391094
700000004621,Memorial Park,BusCoachTramOnStreetPoint,,,-5.9943974367,54.7511882919,09/07/2020,09/07/2020,Ballyclare,329187,391096
700000004622,Millvale,BusCoachTramOnStreetPoint,,,-5.989214627,54.7532767331,09/07/2020,09/07/2020,Ballyclare,329514,391338
700000004623,Millvale2,BusCoachTramOnStreetPoint,,,-5.9875152641,54.7534012777,09/07/2020,09/07/2020,Ballyclare,329623,391355
700000004624,Henryville,BusCoachTramOnStreetPoint,,,-5.9848476078,54.7542554357,09/07/2020,09/07/2020,Ballyclare,329792,391455
700000004625,Skilganaban,BusCoachTramOnStreetPoint,,,-5.9786227691,54.7569730036,09/07/2020,09/07/2020,Ballyclare,330184,391769
700000004626,Templepatrick Raad,BusCoachTramOnStreetPoint,,,-5.9724845575,54.7610483914,09/07/2020,09/07/2020,Ballyclare,330566,392234
700000004627,Templepatrick2,BusCoachTramOnStreetPoint,,,-5.9669974039,54.7648199295,09/07/2020,09/07/2020,Ballyclare,330907,392664
700000004628,Templepatrick3,BusCoachTramOnStreetPoint,,,-5.9635431494,54.7670800165,09/07/2020,09/07/2020,Ballyclare,331122,392922
700000004629,Templepatrick4,BusCoachTramOnStreetPoint,,,-5.9604165102,54.7683124593,09/07/2020,09/07/2020,Ballyclare,331319,393065
700000004630,Ballynure Church,BusCoachTramOnStreetPoint,,,-5.9525324669,54.7718721329,09/07/2020,09/07/2020,Ballyclare,331815,393476
700000004631,Ballynure Service Station,BusCoachTramOnStreetPoint,,,-5.9521996643,54.7735376665,09/07/2020,09/07/2020,Ballyclare,331831,393662
700000004632,16 Larne Road,BusCoachTramOnStreetPoint,,,-5.9494555474,54.7761687387,09/07/2020,09/07/2020,Ballyclare,331999,393960
700000004633,Larne Road 1,BusCoachTramOnStreetPoint,,,-5.9448680683,54.7820389587,09/07/2020,09/07/2020,Ballyclare,332275,394622
700000004634,Shannonstown,BusCoachTramOnStreetPoint,,,-5.9435394266,54.783714546,09/07/2020,09/07/2020,Ballyclare,332355,394811
700000004635,Ballybracken Road Junction,BusCoachTramOnStreetPoint,,,-5.9402600425,54.7876750604,09/07/2020,09/07/2020,Ballyclare,332553,395258
700000004636,Balyboley Road Junction,BusCoachTramOnStreetPoint,,,-5.9357599881,54.7923874069,09/07/2020,09/07/2020,Ballyclare,332827,395791
700000004637,Larne Road 2,BusCoachTramOnStreetPoint,,,-5.933412491,54.7945127494,09/07/2020,09/07/2020,Ballyclare,332971,396032
700000004638,Larne Road 3,BusCoachTramOnStreetPoint,,,-5.9293546017,54.7970220717,09/07/2020,09/07/2020,Ballyclare,333223,396318
700000004639,Ballygowan Bridge,BusCoachTramOnStreetPoint,,,-5.9203724066,54.8028703027,09/07/2020,09/07/2020,Ballyclare,333782,396987
700000004640,94 Larne Road,BusCoachTramOnStreetPoint,,,-5.9117385596,54.807429992,09/07/2020,09/07/2020,Ballyclare,334322,397511
700000004641,98 Larne Road,BusCoachTramOnStreetPoint,,,-5.9089518827,54.8089812771,09/07/2020,09/07/2020,Ballyclare,334496,397689
700000004642,Craiganorne X-Rds,BusCoachTramOnStreetPoint,,,-5.9057188781,54.8110369261,09/07/2020,09/07/2020,Ballyclare,334697,397924
700000004643,147 Larne Road,BusCoachTramOnStreetPoint,,,-5.8987537088,54.8154537949,09/07/2020,09/07/2020,Ballyclare,335130,398429
700000004644,Bogtown,BusCoachTramOnStreetPoint,,,-5.8905925737,54.823479956,09/07/2020,09/07/2020,Ballyclare,335627,399338
700000004645,96 Larne Road,BusCoachTramOnStreetPoint,,,-5.88215368,54.8282290326,09/07/2020,09/07/2020,Ballyclare,336154,399883
700000004646,Gingles's Corner,BusCoachTramOnStreetPoint,,,-5.8740054077,54.8322465058,09/07/2020,09/07/2020,Ballyclare,336664,400346
